AVAILLES-EN-CHATELLERAULT-SR;1;150;86530
BUXEROLLES-EL;2;260;86180
PUTEAUX-PL;3;1044;92800
SAINT GERMAIN DU PUCH-CH;1;180;33750
QUILY-PL;1;150;56800
CHOLET-SR;1;0;49300
TALENCE-PL;2;946.25;33400
LIBOURNE-SR;2;310;33500
FRESNES-SR;2;280;94260
LES MONTILS-PL;1;150;41120
EVREUX-SR;3;580;27000
ARGENTEUIL-EL;5;1900.16;95100
CHÂTEAU-THIERRY-VT;1;402.13;02400
ALIZAY-VT;1;317.13;27460
RUEIL-MALMAISON-VT;1;382.13;92500
CLOYES-SUR-LE-LOIR-SR;2;376.1;28220
JUZIERS-SR;1;130;78820
BOURGOIN-JALLIEU-EL;2;280;38300
LE PERREUX-SUR-MARNE-CH;1;130;94170
MARQUISE-SR;1;130;62250
VERSAILLES-EL;8;560;78000
THIONVILLE-CH;1;130;57100
TERGNIER-CH;1;150;02700
MONTPELLIER-VT;9;4479.1;34000
CORNEBARRIEU-PL;1;180;31700
LEGE-CAP-FERRET-EL;1;0;33970
REZE-CH;1;150;44400
CHOISY-LE-ROI-SR;2;410;94600
STIRING-WENDEL-SR;2;300;57350
EPEHY-PL;1;246.25;80740
DONVILLE-LES-BAINS-SR;3;430;50350
BANDOL-SR;1;217;83150
CHAPAREILLAN-SR;1;376.25;38530
LA FEUILLIE-SR;1;130;76220
BEDEE-CH;1;0;35137
BRON-EL;4;350;69500
RUMILLY-SR;5;985.35;74150
RIBECOURT-DRESLINCOURT-PL;1;150;60170
FREJUS-PL;4;1226.25;83600
AUBAGNE-PL;2;419.1;13400
MAUGUIO-VT;1;402.13;34130
LA VILLE-AUX-DAMES-SR;1;226.25;37700
SAINT-MAUR-DES-FOSSES-VT;1;0;94210
PUTEAUX-SR;6;850.51;92800
CARCASSONNE-SR;4;586.25;11000
BIARRITZ-SR;4;616.25;64200
CHAMALIERES-PL;2;280;63400
SOUZAY-CHAMPIGNY-VT;1;402.13;49400
ROCHE-LA-MOLIERE-SR;1;150;42230
MALAUNAY-SR;1;150;76770
LA ROCHELLE-PL;13;2005;17000
HENIN-BEAUMONT-PL;1;180;62110
LE GRAU-DU-ROI-PL;2;445;30240
COLLONGES-SOUS-SALEVE-PL;3;410;74160
LE PERREUX-SUR-MARNE-SR;4;410;94170
BAYONNE-EL;6;880;64100
MIRIBEL-CH;1;180;01700
RIVIERE-SAAS-ET-GOURBY-SR;1;150;40180
